Biagrams,Frequency
"('established', 'eastern')",1
"('eastern', 'security')",1
"('ortom', 'defending')",1
"('pockets', 'benue')",1
"('herdsmen', 'brain')",1
"('statesman', 'xa2')",1
"('such', ""'"")",1
"('khammond', 'decries')",1
"('benue', 'valley')",1
"('valley', 'mbaviya')",1
"('mbaviya', 'hailing')",1
"('hailing', 'fighti')",1
"('xa2', 'khammond')",1
"('harram', 'herdsmen')",1
"('april', 'gunned')",1
"('defending', 'pockets')",1
"('community', 'suspected')",1
"('invasion', 'zones')",1
"('ensued', 'community')",1
"('terrorist', 'harram')",1
"('thatx99s', 'you')",1
"('information', 'available')",1
"('therefore', 'northern')",1
"('suspected', '``')",1
"('understand', 'narrative')",1
"('beans', 'their')",1
"('available', 'indicates')",1
"('indicates', 'victims')",1
"('victims', 'locust')",1
"('locust', 'beans')",1
"('beans', 'harvesting')",1
"('harvesting', 'beans')",1
"('pandemonium', 'ensued')",1
"('journalismi', 'understand')",1
"('decries', 'herdsmen')",1
"('zones', 'enclave')",1
"('officially', 'gra')",1
"('needs', 'experienced')",1
"('nothing', 'close')",1
"('narrative', 'now')",1
"('typed', 'nigerianssudan')",1
"('prinpag', 'vindicates')",1
"('herdsmen', 'sheard')",1
"('ortom', 'using')",1
"('nigerianssudan', 'nasty')",1
"('nasty', 'place')",1
"('place', 'existthere')",1
"('existthere', 'civil')",1
"('civil', 'wars')",1
"('sheard', 'innocent')",1
"('xa2', 'prinpag')",1
"('innocent', 'blood')",1
"('blood', 'daily')",1
"('vanguard', 'nothing')",1
"('x8cx95', 'needs')",1
"('enclave', 'xa2')",1
"('president', 'x8cx95')",1
"('close', 'journalismi')",1
"('vindicates', 'mi')",1
"('using', 'zombie')",1
"('wex99ll', 'emerge')",1
"('people', 'evacuated')",1
"('stronger', 'current')",1
"('knows', 'control')",1
"('control', 'sh')",1
"('statesman', 'x8cx95')",1
"('x8cx95', 'wex99ll')",1
"('emerge', 'stronger')",1
"('sudan', 'islamic')",1
"('current', 'challenges')",1
"('northern', 'people')",1
"('challenges', 'president')",1
"('happened', 'terrorist')",1
"('established', 'esnhe')",1
"('bigots', 'never')",1
"('evacuated', 'sudan')",1
"('various', 'secessionist')",1
"('trying', 'force')",1
"('``', 'drums')",1
"('zombie', 'knows')",1
"('cheap', 'blackmail')",1
"('blackmail', 'heard')",1
"('heard', 'anybody')",1
"('anybody', 'beating')",1
"('beating', '``')",1
"('drums', 'nigeria')",1
"('narrative', 'benue')",1
"('nigeria', 'except')",1
"('except', 'fa')",1
"('watch', 'better')",1
"('police', 'soca')",1
"('state', 'suspected')",1
"('ancestral', 'forbidi')",1
"('sunday', 'ighoho')",1
"('yoruba', 'nation')",1
"('kllxa3r', 'herdsmenn')",1
"('levels', 'buharix99s')",1
"('prayer', 'alert')",1
"('islamic', 'bomber')",1
"('attack', 'cattlecatching')",1
"('nation', 'nnamdi')",1
"('nnamdi', 'shutting')",1
"('shutting', 'down')",1
"('nigeria', 'proudremember')",1
"('proudremember', 'islamic')",1
"('bomber', 'sokoto')",1
"('herdsmen', 'kidnappings')",1
"('sokoto', 'still')",1
"('still', 'jail')",1
"('jail', ""'"")",1
"('better', 'ancestral')",1
"('forbidi', 'videos')",1
"('alert', 'nigeria')",1
"('nigeria', 'x93')",1
"('videos', 'are')",1
"('forces', 'evilx99fulani')",1
"('election', 'fulani')",1
"('x93', 'x98we')",1
"('x98we', 'prayers')",1
"('prayers', 'godx99s')",1
"('godx99s', 'deliverance')",1
"('deliverance', 'forces')",1
"('evilx99fulani', 'herdsmen')",1
"('buharix99s', 'nigeria')",1
"('established', 'wrote')",1
"('officially', 'o')",1
"('igbos', 'allowed')",1
"('allowed', 'enter')",1
"('enter', 'sudan')",1
"('kidnappings', 'everywh')",1
"('sudan', 'a')",1
"('people', 'northou')",1
"('nigeria', 'right')",1
"('grown', 'anything')",1
"('economically', 'induced')",1
"('added', 'oil')",1
"('unhappy', 'baboon')",1
"('baboon', ""'"")",1
"('delta', 'still')",1
"('still', 'problem')",1
"('problem', 'today')",1
"('today', 'added')",1
"('blaming', 'minister')",1
"('nnamdi', 'not')",1
"('minister', 'westerners')",1
"('westerners', 'herdsmen')",1
"('security', 'worst')",1
"('worst', 'levels')",1
"('basis', 'bigots')",1
"('admit', 'farmers')",1
"('poultry', 'farming')",1
"('right', 'economically')",1
"('imagine', 'bigot')",1
"('northou', 'unhappy')",1
"('farming', 'especially')",1
"('especially', 'numbers')",1
"('numbers', 'actively')",1
"('actively', 'involved')",1
"('involved', 'taking')",1
"('bigot', 'calling')",1
"('induced', 'admit')",1
"('calling', 'somebody')",1
"('somebody', 'bigottop')",1
"('bigottop', 'crying')",1
"('crying', 'think')",1
"('think', 'tinubu')",1
"('tinubu', 'winmocracy')",1
"('matter', 'commits')",1
"('never', 'enter')",1
"('government', 'forces')",1
"('x92x94lost', 'bestie')",1
"('relationships', 'wa')",1
"('divide', 'nigeria')",1
"('enter', 'fulani')",1
"('herdsmen', 'bxc3xa8hxc3xa8ad')",1
"('welcome', 'nigeria')",1
"('nigeria', 'better')",1
"('better', 'continually')",1
"('continually', 'the')",1
"('nigeria', 'x98x82x98x82people')",1
"('anything', 'depended')",1
"('x98x82x98x82people', 'bandits')",1
"('haram', 'finish')",1
"('finish', ""'"")",1
"('againarmed', 'herdsmen')",1
"('conflicts', 'northern')",1
"('bestie', 'fulani')",1
"('x98x94x98x94', ""'"")",1
"('herdsmen', 'x98x94x98x94')",1
"('eating', 'beef')",1
"('depended', 'survive')",1
"(""y'all"", 'propaganda')",1
"('propaganda', 'unclen')",1
"('unclen', ""y'all"")",1
"(""y'all"", 'problem')",1
"('problem', 'eating')",1
"(""'re"", 'touch')",1
"('security', 'achievement')",1
"('touch', 'reality')",1
"('reality', ""''"")",1
"(""''"", 'no')",1
"('no', 'militia')",1
"('militia', 'integrated')",1
"('integrated', 'nationalxe2')",1
"('winmocracy', 'no')",1
"('relate', 'x92x94lost')",1
"('borders', 'trade')",1
"('farmer', 'never')",1
"('continent', 'relationships')",1
"('meant', 'fulani')",1
"('reared', 'animals')",1
"('animals', 'depend')",1
"('depend', 'on')",1
"('chicken', 'slaughtered')",1
"('slaughtered', 'firstalking')",1
"('firstalking', 'ab')",1
"('would', 'nigeria')",1
"('claim', 'farmer')",1
"('nigeria', 'export')",1
"('export', 'highly')",1
"('highly', 'buhari')",1
"('government', 'close')",1
"('close', 'borders')",1
"('fulani', 'slaves')",1
"('commits', 'nigerian')",1
"('david', 'problem')",1
"('radio', 'bi')",1
"('survive', 'reared')",1
"('forces', 'celebra')",1
"('chinasa', 'nwaoru')",1
"('nwaoru', 'mohammad')",1
"('mohammad', 'always')",1
"('always', 'radio')",1
"('people', 'depend')",1
"('enough', 'to')",1
"('depend', 'farming')",1
"('farming', 'livestock')",1
"('livestock', 'billionaires')",1
"('billionaires', 'ca')",1
"(""n't"", 'provide')",1
"('provide', 'enough')",1
"('never', 't')",1
"('guidelines', 'documents')",1
"('herdsmen', 'properly')",1
"('amidst', 'frequent')",1
"('problem', 'guidelines')",1
"('kinsmenu', 'onl')",1
"('slaves', ""''"")",1
"('herdsmen', 'kinsmenx')",1
"('kinsmenx', 'haram')",1
"('haram', 'police')",1
"('police', 'uniforms')",1
"('uniforms', 'kinsmenu')",1
"('remove', 'mouth')",1
"('herdsmen', 'ready')",1
"('mouth', 'concern')",1
"('concern', 'youfocus')",1
"('youfocus', 'iswap')",1
"('iswap', 'anditsoko')",1
"('anditsoko', 'hara')",1
"('documents', 'shelves')",1
"('american', 'continent')",1
"('claiming', 'american')",1
"('night', 'broad')",1
"('power', 'anyhow')",1
"('frequent', 'deadly')",1
"('attacks', 'churches')",1
"('churches', 'christian')",1
"('christian', 'communities')",1
"('communities', 'night')",1
"('attacked', 'killed')",1
"('police', 'ha')",1
"('killed', 'useless')",1
"('useless', 'journalist')",1
"('journalist', ""''"")",1
"('funny', 'haram')",1
"('wrongowever', 'question')",1
"('question', 'nigeria')",1
"('require', 'herdsmen')",1
"('shelves', 'meant')",1
"('nigeria', 'but')",1
"('visit', 'soon')",1
"('considering', 'various')",1
"('decades', 'haram')",1
"('meant', 'sh')",1
"('clearly', 'threat')",1
"('threat', 'nigeriax99s')",1
"('nigeriax99s', 'security')",1
"('security', 'unity')",1
"('unity', 'decades')",1
"('haram', 'and')",1
"('herdsmen', 'brother')",1
"('finally', 'found')",1
"('found', 'voicehaneze')",1
"('voicehaneze', 'never')",1
"('never', 'defended')",1
"('defended', 'woman')",1
"('holding', 'nnamdi')",1
"('yearhe', 'entity')",1
"('x92xb0ulani', 'herdsmen')",1
"('participating', 'politics')",1
"('brother', 'power')",1
"('bandits', 'nigeria')",1
"('wizard', 'indorse')",1
"('indorse', 'tinubu')",1
"('tinubu', 'witches')",1
"('wizard', 'participating')",1
"('politics', 'now')",1
"('money', 'x92xb0ulani')",1
"('now', 'failed')",1
"('lokpanta', 'herdsmen')",1
"('seeing', 'youths')",1
"('youths', 'supporting')",1
"('supporting', 'dirty')",1
"('dirty', 'money')",1
"('ready', ""'"")",1
"('destroying', 'farmlands')",1
"('would', 'con')",1
"('herdsmen', 'central')",1
"('jihadist', 'terrorist')",1
"('banditsx91x89x8fxbe', 'yahoo')",1
"('terrorist', 'invaders')",1
"('others', 'no')",1
"('created', 'million')",1
"('million', 'nax91x89x8fxbe')",1
"('nax91x89x8fxbe', 'herdsmen')",1
"('herdsmen', 'banditsx91x89x8fxbe')",1
"('yahoo', 'boysx91x89x8fxbe')",1
"('benue', 'indig')",1
"('boysx91x89x8fxbe', 'baddies')",1
"('baddies', 'olosh')",1
"('truef', 'asking')",1
"('asking', 'forgivenessut')",1
"('forgivenessut', 'forgiveness')",1
"('herdsmen', 'destroying')",1
"('farmlands', 'x93')",1
"('tangible', 'projec')",1
"('servant', 'cattle')",1
"('central', 'retweet')",1
"('opurum', 'opurum')",1
"('games', 'league')",1
"('asari', 'dokubo')",1
"('dokubo', 'slave')",1
"('slave', 'servant')",1
"('cattle', 'rears')",1
"('intangible', 'tangible')",1
"('rears', 'terrorist')",1
"('niger', 'de')",1
"('understand', 'someone')",1
"('someone', 'spend')",1
"('spend', 'governor')",1
"('governor', 'intangible')",1
"('forgiveness', 'benue')",1
"('league', 'eac')",1
"('cattle', 'market')",1
"('invaders', 'bandits')",1
"('leave', 'abeggg')",1
"('going', 'agriculture')",1
"('x93', 'farmerslick')",1
"('ix99ve', 'watched')",1
"('farmerslick', 'gtgtgt')",1
"('agree', 'benue')",1
"('decided', 'create')",1
"('create', 'going')",1
"('forget', 'support')",1
"('market', 'fulani')",1
"('support', 'simon')",1
"('simon', 'ekpat')",1
"('ekpat', 'struggle')",1
"('struggle', 'espe')",1
"('lokpanta', 'cattle')",1
"('abeggg', 'ix99ve')",1
"('opurum', 'others')",1
"('human', 'would')",1
"('attacked', 'fulani')",1
"('watched', 'games')",1
"('tribalism', 'opurum')",1
"('reason', 'quitting')",1
"('fulani', 'herdsmeno')",1
"('kaduna', 'constantly')",1
"('constantly', 'attacked')",1
"('fulani', 'herdsmennour')",1
"('necessaryvery', 'human')",1
"('herdsmennour', 'people')",1
"('people', '')",1
"('herdsmen', 'related')",1
"('related', 'tweet')",1
"('tweet', 'condemns')",1
"('condemns', 'necessaryvery')",1
"('eighteen', 'christians')",1
"('anyhow', ""'"")",1
"('terrorists', 'nickna')",1
"('keffi', 'express')",1
"('project', 'x94')",1
"('people', 'slaughtered')",1
"('thingid', 'though')",1
"('others', 'wounded')",1
"('herdsmen', 'pm')",1
"('movement', 'informa')",1
"('destroy', 'project')",1
"('terrorists', 'nicknamed')",1
"('peeps', 'accounts')",1
"('nicknamed', 'herd')",1
"('commissioning', 'houses')",1
"('knows', 'nothing')",1
"('nothing', 'around')",1
"('around', 'brothers')",1
"('benue', 'peeps')",1
"('accounts', 'never')",1
"('never', 'problems')",1
"('problems', 'herdsmen')",1
"('yoruba', 'farmers')",1
"('killed', 'others')",1
"('wounded', 'predominantly')",1
"('smell', 'tribalism')",1
"('marauders', 'wre')",1
"('planned', 'evict')",1
"('evict', 'yoruba')",1
"('farmers', 'fulani')",1
"('markurdi', 'lafia')",1
"('southern', 'politicians')",1
"('politicians', 'i')",1
"('choose', 'deaths')",1
"('deaths', 'fulani')",1
"('herdsmen', 'within')",1
"('within', 'markurdi')",1
"('keffi', 'makurdi')",1
"('gradually', 'displaced')",1
"('displaced', 'ancestral')",1
"('tweet', 'smell')",1
"('state', 'niger')",1
"('quietly', 'planned')",1
"('barbaric', 'marauders')",1
"('predominantly', 'christian')",1
"('herdsmenes', 'barbaric')",1
"('christian', 'villages')",1
"('villages', 'plateau')",1
"('kidnap', 'member')",1
"(""'ve"", 'always')",1
"('member', 'family')",1
"('family', 'ix99ll')",1
"('ix99ll', 'response')",1
"('response', 'then')",1
"('then', ""'"")",1
"('herdsmen', 'excuse')",1
"('always', 'known')",1
"('known', 'belongs')",1
"('belongs', 'murderous')",1
"('livestock', 'transformation')",1
"('murderous', 'herdsmenes')",1
"('this', 'reason')",1
"('quitting', 'agriculture')",1
"('chinasa', 'holding')",1
"('ranches', 'conflict')",1
"('national', 'livestock')",1
"('transformation', 'policy')",1
"('kaduna', 'gradually')",1
"('policy', 'document')",1
"('document', 'doubt')",1
"('doubt', 'lacks')",1
"('lacks', 'inclusivity')",1
"('inclusivity', 'it')",1
"('surprisingly', 'people')",1
"('makurdi', 'lafia')",1
"('houses', 'knows')",1
"('media', 'never')",1
"('explains', 'people')",1
"('including', 'haram')",1
"('unknown', 'circumstances')",1
"('kaduna', 'stil')",1
"('conflict', 'micr')",1
"('president', 'selecthe')",1
"('communitiesettling', 'herdsmen')",1
"('younger', 'brother')",1
"('protect', 'tinubu')",1
"('circumstances', 'media')",1
"('powers', 'including')",1
"('media', 'rep')",1
"('problem', 'nigeria')",1
"('nigeria', 'election')",1
"('election', ""'"")",1
"('powers', 'demonic')",1
"('killed', 'unknown')",1
"('herdsmen', 'ranches')",1
"('killers', 'endorsing')",1
"('terrorist', 'sponsors')",1
"('endorsing', 'tinubu')",1
"('concomitants', 'communitiesettling')",1
"('tinubu', 'president')",1
"('selecthe', 'witches')",1
"('dengerous', 'enjoyed')",1
"('human', 'nigeria')",1
"('herdsmenery', 'knocking')",1
"('dining', 'haram')",1
"('killers', 'walking')",1
"('sponsors', 'north')",1
"('walking', 'freelyherdsmen')",1
"('freelyherdsmen', 'killers')",1
"('fulani', 'herdsmenery')",1
"('freely', 'spons')",1
"('demonic', 'powers')",1
"('kaduna', 'yearsaccording')",1
"('wizards', 'protect')",1
"('x98x82x98x82x98x82', 'fulani')",1
"('protect', 'towns')",1
"('learn', 'that')",1
"('compound', 'chinasa')",1
"('presidency', 'againit')",1
"('itx99s', 'human')",1
"('wizards', 'can')",1
"('gathering', 'sympathy')",1
"('towns', 'an')",1
"('criminal', 'didn')",1
"('b/haram', 'bandits')",1
"('herdsmen', 'iswapnd')",1
"('iswapnd', 'muslim')",1
"('muslim', 'adherentshese')",1
"('adherentshese', 'declared')",1
"('declared', 're')",1
"('herdsmen', 'learn')",1
"('didn', 'achieve')",1
"('anything', 'except')",1
"('agriculture', 'pooroo')",1
"('along', 'their')",1
"('except', 'herdsmen')",1
"('crisis', 'means')",1
"('means', 'gathering')",1
"('religious', 'younger')",1
"('herdsmen', 'dengerous')",1
"('yearsaccording', 'a')",1
"('saying', 'religious')",1
"('achieve', 'anything')",1
"('calling', 'oyedepo')",1
"('oyedepo', 'thing')",1
"('thing', 'saying')",1
"('lands', 'terrorists')",1
"('religious', 'anoda')",1
"('anoda', 'thingid')",1
"('yoruba', 'caused')",1
"('though', 's')",1
"('wearing', 'police')",1
"('people', 'ka')",1
"('oppose', 'imperialism')",1
"('heritage', 'ix99m')",1
"('ix99m', 'proud')",1
"('proud', 'ancestors')",1
"('ancestors', 'trying')",1
"('fewer', 'people')",1
"('uniform', 'along')",1
"('herdsmen', 'uniform')",1
"('haram', 'murdering')",1
"('pooroo', 'factors')",1
"('factors', 'involved')",1
"('involved', 'su')",1
"('northernersbandits', 'group')",1
"('group', 'repented')",1
"('country', 'whose')",1
"('whose', 'youths')",1
"('police', 'wearing')",1
"('trying', 'oppose')",1
"('military', 'uniform')",1
"('youths', 'destroyingabout')",1
"('destroyingabout', 'kidnappers')",1
"('kidnappers', 'ritual')",1
"('ritual', 'kille')",1
"('itx99s', 'fulani')",1
"('imperialism', '')",1
"('caught', 'police')",1
"('profiling', 'fulani')",1
"('still', 'stand')",1
"('things', 'go')",1
"('kidnappers', 'terror')",1
"('terror', 'group')",1
"('group', 'caught')",1
"('repented', 'haram')",1
"('uniform', 'te')",1
"('demdemnjust', '``')",1
"('leaving', 'worse')",1
"('every', 'o')",1
"('oncen', 'christianity')",1
"('ongoing', 'genocidal')",1
"('genocidal', 'activities')",1
"('activities', 'indigenous')",1
"('southern', 'kadun')",1
"(""'re"", 'profiling')",1
"('stand', 'things')",1
"('crystal', 'igbos')",1
"('never', 'every')",1
"('church', 'oncen')",1
"('igbos', 'criminals')",1
"('criminals', 'terrorizing')",1
"('terrorizing', 'region')",1
"('region', 'media')",1
"('maybe', 'scene')",1
"('scene', 'scares')",1
"('agree', 'leaving')",1
"('sermon', 'church')",1
"('indications', 'ongoing')",1
"('scares', 'worry')",1
"('worry', 'g')",1
"('written', 'thread')",1
"('thread', 'delivered')",1
"('delivered', 'sermon')",1
"('achievement', 'pmbx99s')",1
"('shows', 'discipli')",1
"('pmbx99s', 'eight')",1
"('years', 'securing')",1
"('strict', 'compliance')",1
"('visas', 'fleeing')",1
"('fleeing', 'entry')",1
"('entry', 'shows')",1
"('biafra', 'heritage')",1
"('worse', 'itore')",1
"('people', 'became')",1
"('happens', 'yoruba')",1
"('compliance', 'visas')",1
"('became', 'poorer')",1
"('poorer', 'buhari')",1
"('buhari', 'ban')",1
"('think', 'agbero')",1
"('agbero', 'relocating')",1
"('relocating', 'abuja')",1
"('egypt', 'strict')",1
"('blood', 'directlyyou')",1
"('better', 'banditry')",1
"('aside', 'egypt')",1
"('right', 'buhari')",1
"('leaving', 'haram')",1
"('herdsmen', 'kidnappin')",1
"('group', 'blood')",1
"('directlyyou', 'group')",1
"('group', 'sponsorsor')",1
"('headless', 'still')",1
"('sentiments', 'aside')",1
"('better', 'headless')",1
"('headless', 'bokoharam')",1
"('running', 'share')",1
"('share', 'boundaryhey')",1
"('boundaryhey', 'extre')",1
"(""''"", 'sentiments')",1
"('abuja', 'better')",1
"('inside', 'terrorists')",1
"('civic', 'dutyandits')",1
"('nigerians', 'suicide')",1
"('family', 'inside')",1
"('haram', 'inside')",1
"('inside', 'herdsmen')",1
"('herdsmen', 'inside')",1
"('terrorists', 'd')",1
"('``', 'igbo')",1
"('itore', 'people')",1
"('herdsmen', 'shepherds')",1
"('shepherds', 'caste')",1
"('pushers', ""''"")",1
"('there', 'no')",1
"('today', 'fulani')",1
"('bandits', 'victims')",1
"('victims', 'nigeria')",1
"('inside', 'haram')",1
"('times', 'please')",1
"('christians', 'killed')",1
"('oinside', 'family')",1
"('dutyandits', 'iswap')",1
"('forbid', 'oinside')",1
"('every', 'thing')",1
"('thing', 'happens')",1
"('caused', 'by')",1
"('please', 'instances')",1
"('igbo', 'pushers')",1
"('onnthey', 'different')",1
"('instances', 'shelvedspecially')",1
"('shelvedspecially', 're')",1
"('commoners', 'murderednnigeria')",1
"('murderednnigeria', 'nigerians')",1
"('nigerians', 'moved')",1
"('moved', 'onnthey')",1
"('different', 'other')",1
"('different', 'janjaweed')",1
"('suicide', 'hospi')",1
"('thought', 'nigerians')",1
"('included', 'individuals')",1
"('sudan', 'playing')",1
"('timenherdsmen', 'bandits')",1
"('bandits', 'different')",1
"('woman', 'opp')",1
"('janjaweed', ""'"")",1
"('dirty', 'clever')",1
"('oluomo', 'boys')",1
"('killings', 'south')",1
"('borno', 'by')",1
"('kapodra', 'areahe')",1
"('areahe', 'cattlecatching')",1
"('surat', 'municip')",1
"('kaduna', 'ekiti')",1
"('ekiti', 'anambra')",1
"('anambra', 'borno')",1
"('nigeria', 'rescue')",1
"('truthost', 'killings')",1
"('playing', 'timenherdsmen')",1
"('efore', 'th')",1
"('mouth', 'terrorism')",1
"('peddlerx9d', 'efore')",1
"('cattle', 'killer')",1
"('south', 'herdsmen')",1
"('terrorists', 'in')",1
"('everyday', 'bandit')",1
"('herdsmenx9d', 'don')",1
"('herdsmen', 'x8dx82xefxb8x8fo')",1
"('brings', 'bandit')",1
"('gunmen', 'economic')",1
"('economic', 'destroy')",1
"('destroy', 'everything')",1
